Index,Time,(((exo_controller).xzy_shoulder).INS_shoulder).xzy_order_angle[0],(((exo_controller).xzy_shoulder).INS_shoulder).xzy_order_angle[1],(((exo_controller).xzy_shoulder).INS_shoulder).xzy_order_angle[2],TargetAngle3,(((exo_controller).xzy_shoulder).dm_motor[1]).angle_in_degree,(((exo_controller).xzy_shoulder).dm_motor[0]).angle_in_degree
246,0.49193,-4.37573195,-33.9385262,13.8083963,0,37.3972511,-8.19639206
247,0.493919,-4.37325287,-33.9359665,13.8045969,0,37.4409637,-8.19639206
248,0.495918,-4.37125206,-33.9351196,13.8024731,0,37.4846764,-8.17453384
249,0.49793,-4.36476994,-33.9350929,13.7965164,0,37.5283928,-8.13082123
250,0.499914,-4.35756397,-33.9355583,13.7898569,0,37.5283928,-8.08710861
251,0.50192,-4.35271168,-33.9341011,13.7852793,0,37.5502472,-8.043396
252,0.503935,-4.3482089,-33.9301414,13.7814398,0,37.5721054,-7.99968338
253,0.505915,-4.34252357,-33.9238548,13.7761316,0,37.615818,-7.97782516
254,0.50792,-4.33708525,-33.9173012,13.7705765,0,37.6595306,-7.97782516
255,0.509916,-4.33274317,-33.9116287,13.7660952,0,37.6813889,-7.97782516
256,0.511913,-4.32929039,-33.9060173,13.7630119,0,37.7032433,-7.95597076
257,0.513935,-4.32518053,-33.9003448,13.7598953,0,37.7251015,-7.95597076
258,0.515912,-4.32002354,-33.8948441,13.7559652,0,37.7469559,-7.93411255
259,0.517919,-4.31447411,-33.8888969,13.7515535,0,37.7469559,-7.91225433
260,0.519916,-4.30905104,-33.8815804,13.7465506,0,37.7469559,-7.86854172
261,0.521919,-4.30347443,-33.8745499,13.7408085,0,37.7469559,-7.84668732
262,0.523928,-4.29700804,-33.869606,13.7346811,0,37.7469559,-7.8029747
263,0.525917,-4.29073763,-33.8658218,13.7299995,0,37.7469559,-7.78106308
264,0.52792,-4.28485012,-33.8624039,13.7257519,0,37.7688141,-7.75920486
265,0.52992,-4.27865744,-33.8590393,13.7204218,0,37.7688141,-7.75920486
266,0.531917,-4.27209806,-33.8553848,13.7148523,0,37.7906723,-7.75920486
267,0.533916,-4.26542902,-33.8511353,13.7093525,0,37.8125267,-7.75920486
268,0.53593,-4.25935078,-33.8463669,13.7042866,0,37.8562393,-7.75920486
269,0.53792,-4.25417089,-33.8420639,13.7010975,0,37.9218102,-7.73735046
